lga_code,lga_name,area_sqkm,mode,has_service,mode_count,n_stops,n_routes,n_trips,n_stop_events,weekday_stop_events,weekend_stop_events,first_service_hour,last_service_hour,service_span_hours,stop_density,route_density,events_per_stop,weekend_weekday_ratio,coverage_gap,frequency_gap,service_gap,weekend_weekday_gap,mode_diversity_gap,overall_score
21670,Central Goldfields,1532.7843,Train,TRUE,2,2,1,76,152,80,72,7.116666666666666,21.016666666666666,13.899999999999999,0.001304815034966107,6.524075174830535e-4,76,0.9,99.86894282213484,41.88601699821882,43.80053908355796,9.999999999999998,33.333333333333336,50.698847771800004
21670,Central Goldfields,1532.7843,Tram,FALSE,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,33.333333333333336,100
21750,Colac Otway,3437.47,All,TRUE,2,119,9,420,2066,1301,765,5.85,23.15,17.299999999999997,0.0346184839431326,0.0026182046679680115,17.361344537815125,0.5880092236740968,98.88033527475075,72.22169892917701,62.72455089820361,41.19907763259032,33.333333333333336,66.50028037551121
21750,Colac Otway,3437.47,Bus,TRUE,2,117,8,230,1686,1101,585,5.85,23.15,17.299999999999997,0.03403666068358415,0.0023272930381937882,14.41025641025641,0.5313351498637602,98.78088851791024,73.51353080809245,62.72455089820361,46.86648501362398,33.333333333333336,67.64848776318499
21750,Colac Otway,3437.47,Train,TRUE,2,2,1,190,380,200,180,7.683333333333334,21.3,13.616666666666667,5.818232595484471e-4,2.9091162977422353e-4,190,0.9,99.94153986540617,29.73199785087193,44.946091644204856,9.999999999999998,33.333333333333336,47.907602757910496
21750,Colac Otway,3437.47,Tram,FALSE,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,33.333333333333336,100
21830,Corangamite,4407.492,All,TRUE,2,30,7,355,937,585,352,6.066666666666666,22.95,16.883333333333333,0.006806592048266905,0.0015882048112622778,31.233333333333334,0.6017094017094017,99.80056218517834,63.94447442089545,64.59580838323355,39.82905982905983,33.333333333333336,64.82977980252413
21830,Corangamite,4407.492,Bus,TRUE,2,28,6,165,557,385,172,6.066666666666666,22.95,16.883333333333333,0.006352819245049111,0.0013613184096533811,19.892857142857142,0.44675324675324674,99.79596297217888,68.80833741275201,64.59580838323355,55.32467532467533,33.333333333333336,68.36893807158073
21830,Corangamite,4407.492,Train,TRUE,2,2,1,190,380,200,180,6.983333333333333,22.016666666666666,15.033333333333331,4.537728032177937e-4,2.2688640160889684e-4,190,0.9,99.95440313450104,29.73199785087193,39.21832884097036,9.999999999999998,33.333333333333336,46.76526601453731
21830,Corangamite,4407.492,Tram,FALSE,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,33.333333333333336,100
21890,Darebin,53.4712,All,TRUE,3,863,39,33464,713361,525791,187570,2.4166666666666665,28.433333333333334,26.016666666666666,16.13952931671629,0.7293645925283143,826.6060254924681,0.35673870416191983,4.073802594554387,16.207710305200766,23.57784431137726,64.32612958380801,0,19.43486652478544
21890,Darebin,53.4712,Bus,TRUE,3,722,35,22836,493058,374183,118875,2.4166666666666665,27.316666666666666,24.9,13.502595789883152,0.6545579676536154,682.9058171745153,0.317692145287199,0,14.88239562720162,28.5928143712575,68.2307854712801,0,19.673779601743917
21890,Darebin,53.4712,Train,TRUE,3,28,2,3802,26640,17838,8802,3.5666666666666664,27.433333333333334,23.866666666666667,0.5236463741228923,0.03740331243734945,951.4285714285714,0.4934409687184662,57.675983348165964,8.236062850981856,3.5040431266846377,50.655903128153376,0,24.777205644346893
21890,Darebin,53.4712,Tram,TRUE,3,113,2,6826,193663,133770,59893,2.8833333333333333,28.433333333333334,25.55,2.1132871527102437,0.03740331243734945,1713.8318584070796,0.4477311803842416,49.733792933754486,8.82966875711407,3.097345132743362,55.226881961575835,0,23.544366743502188
22110,East Gippsland,20939.5016,All,TRUE,2,172,17,542,4588,3126,1462,4.083333333333333,24.483333333333334,20.400000000000002,0.008214140111147631,8.118626854041264e-4,26.674418604651162,0.4676903390914907,99.75338253075154,66.18740289049485,48.80239520958084,53.23096609085093,33.333333333333336,64.2303203108554
22110,East Gippsland,20939.5016,Bus,TRUE,2,171,16,431,4477,3066,1411,4.083333333333333,24.483333333333334,20.400000000000002,0.008166383482594448,7.641060568509424e-4,26.181286549707604,0.46020874103065884,99.72861576073505,64.74085169136525,48.80239520958084,53.97912589693412,33.333333333333336,63.97471478948137
22110,East Gippsland,20939.5016,Train,TRUE,2,1,1,111,111,60,51,6.333333333333333,23.066666666666666,16.733333333333334,4.77566285531839e-5,4.77566285531839e-5,111,0.85,99.99520025315165,36.87314771955196,32.34501347708895,15.000000000000002,33.333333333333336,47.9360896885937
22110,East Gippsland,20939.5016,Tram,FALSE,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,33.333333333333336,100
22170,Frankston,129.5981,All,TRUE,2,633,29,12362,208421,130007,80700,3.4333333333333336,32.38333333333333,28.95,4.88433086596177,0.2237687126585961,329.25908372827803,0.6207358065334944,40.17794529845727,29.719759962474328,10.40419161676648,37.92641934665056,33.333333333333336,30.24422754058378
22170,Frankston,129.5981,Bus,TRUE,2,622,26,9268,199395,124272,77409,4.7,32.38333333333333,27.683333333333334,4.799453078401613,0.2006202251421896,320.57073954983923,0.6228997682502897,34.28394474865715,26.547488266128216,16.092814371257496,37.71002317497103,33.333333333333336,29.082924604193494
22170,Frankston,129.5981,Train,TRUE,2,11,3,3094,9026,5735,3291,3.4333333333333336,27.216666666666665,23.78333333333333,0.08487778756015714,0.023148487516406493,820.5454545454545,0.5738448125544899,91.81198570912903,10.213790700644966,3.840970350404324,42.615518744551004,33.333333333333336,37.66696598420701
